Year,Country,TotalEmissions,PerCapitaEmissions,ShareOfGlobalEmissions,AverageTemperature
1835,France,9.258928,0.271888,10.236986,12.263917
1835,Belgium,4.759536,1.215319,5.262305,9.362833
1835,Kazakhstan,,,,4.0734997
1835,Austria,0.633872,0.17465,0.70083,5.6914167
1835,United Kingdom,65.26317,3.314746,72.15718,8.380417
1835,Spain,0.003664,0.000272,0.004051,13.102667
1835,Russia,,,,-6.7855
1835,Tajikistan,,,,4.772333
1835,Estonia,,,,4.3109164
1836,Tajikistan,,,,2.8244545
1836,Georgia,,,,7.7428336
1836,Kazakhstan,,,,4.7217503
1836,Ukraine,,,,7.643
1836,United States,4.730224,0.295758,4.514617,7.5639167
1836,Europe,100.041855,0.404565,95.48189,7.4581666
1836,Azerbaijan,,,,10.704833
1836,Estonia,,,,4.56325
1836,Russia,,,,-6.088917
1836,Asia,,,,6.726333
1836,Uzbekistan,,,,11.663417
1836,North America,4.733888,0.163259,4.518114,1.0840833
1836,Norway,0.01832,0.01529,0.017485,-1.1024168
1836,Moldova,,,,8.904333
1836,Armenia,,,,8.098
1836,United Kingdom,76.445694,3.837699,72.96125,7.858
1836,Germany,5.191888,0.173841,4.955238,8.083417
1836,Turkmenistan,,,,14.143416
1836,Hungary,0.084272,0.018068,0.080431,9.876583
1836,Kyrgyzstan,,,,2.5581667
1836,Latvia,,,,5.2635
1836,Belgium,5.598592,1.417382,5.343405,9.465917
1836,Belarus,,,,5.915167
1836,Austria,0.674176,0.184778,0.643447,6.1925
1836,Lithuania,,,,5.97075
1836,Poland,1.370336,0.116727,1.307875,7.5775
1836,Canada,0.003664,0.00244,0.003497,-6.0680833
1836,Spain,0.021984,0.001619,0.020982,13.242583
1836,France,10.636592,0.310831,10.151769,12.423833
1837,Austria,0.707152,0.192787,0.675463,5.207667
1837,Ukraine,,,,6.656333
1837,Moldova,,,,7.8611665
1837,Hungary,0.069616,0.014817,0.066496,8.57775
1837,Georgia,,,,7.24175
1837,Asia,,,,6.3275833
1837,United States,5.305472,0.322323,5.067721,7.984417
1837,Estonia,,,,4.2915
1837,Kazakhstan,,,,4.1239166
1837,Canada,0.003664,0.00235,0.0035,-6.02775
1837,Germany,5.950336,0.197265,5.683687,7.302833
1837,Lithuania,,,,5.347417
1837,Latvia,,,,4.8035
1837,Tajikistan,,,,2.6676667
1837,France,11.351072,0.330138,10.842404,12.0835
1837,Norway,0.025648,0.021163,0.024499,-0.5830833
1837,Belgium,5.997968,1.50555,5.729185,8.7915
1837,North America,5.309136,0.17926,5.071221,1.3084999
1837,Poland,1.472928,0.124547,1.406923,6.57975
1837,Spain,0.03664,0.00268,0.034998,13.222333
1837,Kyrgyzstan,,,,2.2524166
1837,Russia,,,,-6.761667
1837,United Kingdom,73.77097,3.662706,70.465126,7.864333
1837,Azerbaijan,,,,10.33825
1837,Armenia,,,,7.706
1837,Europe,99.38234,0.398805,94.92878,7.0428333
1837,Uzbekistan,,,,11.288834
1837,Belarus,,,,5.06625
1837,Turkmenistan,,,,13.8525
1838,Azerbaijan,,,,10.04975
1838,Poland,1.586512,0.133168,1.468394,5.5602503
1838,Kyrgyzstan,,,,1.9035002
1838,Ukraine,,,,6.2760835
1838,United States,5.030672,0.296963,4.656131,7.5486665
1838,Austria,0.850048,0.230499,0.786761,4.7155833
1838,Asia,,,,6.4020834
1838,Lithuania,,,,4.159
1838,Latvia,,,,3.6776667
1838,Russia,,,,-6.41825
1838,Tajikistan,,,,2.8003333
1838,Estonia,,,,3.1029167
1838,Kazakhstan,,,,3.82675
1838,Belarus,,,,4.2375836
1838,Armenia,,,,7.403
1838,Spain,0.025648,0.001863,0.023738,13.389833
1838,Georgia,,,,6.92375
1838,Europe,103.0097,0.410273,95.34048,6.5259166
1838,Turkmenistan,,,,13.662666
1838,North America,5.034336,0.166398,4.659523,1.0303333
1838,Germany,6.63184,0.217781,6.13809,6.45075
1838,Belgium,6.122544,1.523725,5.666712,8.118333
1838,Canada,0.003664,0.002263,0.003391,-6.2322497
1838,Uzbekistan,,,,11.08525
1838,United Kingdom,75.81182,3.725384,70.16753,7.173333
1838,Moldova,,,,7.5608335
1838,Norway,0.051296,0.04186,0.047477,-1.5595833
1838,Hungary,0.062288,0.013161,0.057651,8.172667
1838,France,11.867696,0.343564,10.984129,11.9285
1839,Moldova,,,,8.300083
1839,North America,5.521648,0.178639,4.947147,1.8428334
1839,Hungary,0.139232,0.029205,0.124746,9.482333
1839,Uzbekistan,,,,11.21475
1839,United Kingdom,77.77939,3.785111,69.68682,7.8636665
1839,Kazakhstan,,,,3.8645
1839,Lithuania,,,,5.1249166
1839,Russia,,,,-6.4375834
1839,Asia,,,,6.3919168
1839,Spain,0.047632,0.003438,0.042676,13.30975
1839,Azerbaijan,,,,10.34775
1839,Germany,7.020224,0.228424,6.289804,7.9685
1839,Austria,1.058896,0.285574,0.948723,6.1118336
1839,Tajikistan,,,,2.8388333
1839,Estonia,,,,3.8571668
1839,Armenia,,,,7.6950836
1839,United States,5.517984,0.316504,4.943864,8.522167
1839,Canada,0.003664,0.00218,0.003283,-5.2619166
1839,France,11.570912,0.333455,10.367015,12.525167
1839,Kyrgyzstan,,,,1.8408333
1839,Belgium,6.708784,1.655439,6.010768,9.37625
1839,Ukraine,,,,7.0458336
1839,Poland,1.681776,0.14013,1.506795,7.033
1839,Georgia,,,,7.235
1839,Turkmenistan,,,,13.853583
1839,Belarus,,,,5.178833
1839,Sweden,0.043968,0.014162,0.039393,1.6618333
1839,Latvia,,,,4.4037504
1839,Norway,0.040304,0.032531,0.036111,-0.71566665
1839,Europe,106.09112,0.419455,95.05286,7.3650002
1840,North America,5.877056,0.186087,4.941619,1.6376666
1840,Canada,0.003664,0.002099,0.003081,-5.6524167
1840,Spain,0.03664,0.002627,0.030808,13.18475
1840,Belarus,,,,4.3425837
1840,Asia,,,,6.5975
1840,Sweden,0.040304,0.012865,0.033889,1.83725
1840,Estonia,,,,3.3353333
1840,France,11.79808,0.338495,9.920207,12.130167
1840,Kyrgyzstan,,,,2.5046666
1840,United Kingdom,80.95975,3.904073,68.07357,7.8670835
1840,Ukraine,,,,6.05025
1840,Belgium,7.727376,1.890522,6.497428,8.598333
1840,Norway,0.043968,0.035105,0.03697,-0.2677499
1840,Georgia,,,,6.8778334
1840,Austria,1.168816,0.313492,0.982778,4.936333
1840,Azerbaijan,,,,10.1945
1840,Hungary,0.135568,0.028229,0.11399,8.261917
1840,Lithuania,,,,4.53175
1840,Uzbekistan,,,,11.562417
1840,Latvia,,,,3.8554165
1840,Poland,1.967568,0.162741,1.654395,5.988917
1840,Russia,,,,-6.4374166
1840,Kazakhstan,,,,4.24775
1840,Europe,113.05272,0.443763,95.05838,6.8855834
1840,Tajikistan,,,,3.3643332
1840,United States,5.873392,0.327346,4.938538,8.2515
1840,Moldova,,,,7.333
1840,Germany,9.174656,0.295803,7.714347,7.0253334
1840,Turkmenistan,,,,14.056666
1840,Armenia,,,,7.479833
1841,Estonia,,,,4.82775
1841,Ukraine,,,,7.960167
1841,Europe,116.40162,0.453664,94.929184,7.88875
1841,Tajikistan,,,,2.9154167
1841,Latvia,,,,5.30025
1841,North America,6.217808,0.192608,5.070818,1.5295833
1841,Azerbaijan,,,,10.409667
1841,Austria,1.31904,0.351807,1.075719,6.7605834
1841,Armenia,,,,7.8955
1841,Lithuania,,,,5.982333
1841,Belgium,7.390288,1.792868,6.027012,9.579166
1841,Poland,2.139776,0.175637,1.745055,7.82175
1841,Germany,9.548384,0.305037,7.787008,8.372583
1841,Georgia,,,,7.550833
1841,Russia,,,,-6.4339166
1841,Norway,0.058624,0.046305,0.04781,-0.35233334
1841,Asia,,,,6.4411664
1841,Sweden,0.040304,0.012746,0.032869,2.0598333
1841,Kyrgyzstan,,,,2.003
1841,Uzbekistan,,,,11.1225
1841,France,13.820608,0.394808,11.271141,12.503333
1841,Spain,0.102592,0.007307,0.083667,13.381333
1841,United States,6.214144,0.33637,5.06783,8.14925
1841,Turkmenistan,,,,13.697917
1841,United Kingdom,81.8391,3.912871,66.74236,8.022333
1841,Hungary,0.142896,0.02954,0.116536,10.275916
1841,Moldova,,,,9.40675
1841,Canada,0.003664,0.002022,0.002988,-5.715
1841,Kazakhstan,,,,3.9608333
1841,Belarus,,,,6.1918335
1842,Georgia,,,,7.67275
1842,United Kingdom,85.3712,4.047146,65.92163,8.571917
1842,Belgium,7.679744,1.847636,5.930117,9.173417
1842,Belarus,,,,5.0045834
1842,Sweden,0.080608,0.025253,0.062244,2.8755834
1842,Uzbekistan,,,,12.10375
1842,Moldova,,,,8.062333
1842,Kyrgyzstan,,,,3.0621667
1842,Turkmenistan,,,,14.596084
1842,Europe,122.58279,0.474379,94.65554,7.5145836
1842,Hungary,0.084272,0.017295,0.065073,8.903084
1842,Poland,2.282672,0.185885,1.762626,6.74775
1842,United States,6.917632,0.363604,5.341632,8.358334
1842,Kazakhstan,,,,5.08325
1842,Latvia,,,,4.823167
1842,Canada,0.003664,0.001949,0.002829,-5.408917
1842,Ukraine,,,,6.823167
1842,Germany,10.88208,0.344496,8.402886,7.815417
1842,Estonia,,,,4.6938334
1842,France,14.52776,0.413228,11.217994,12.368167
1842,Norway,0.07328,0.057261,0.056585,0.5830832
1842,Tajikistan,,,,3.76425
1842,Armenia,,,,8.180583
1842,North America,6.921296,0.209701,5.344462,1.8353333
1842,Russia,,,,-5.9944167
1842,Spain,0.142896,0.010112,0.110341,13.3706665
1842,Azerbaijan,,,,10.846
1842,Lithuania,,,,5.2741666
1842,Austria,1.458272,0.386726,1.126043,5.5243335
1842,Asia,,,,6.9719167
1843,Kyrgyzstan,,,,3.4461665
1843,Belarus,,,,6.4983335
1843,France,14.549744,0.4121,10.951764,12.647583
1843,Armenia,,,,8.372167
1843,Sweden,0.058624,0.018193,0.044127,2.3374166
1843,Kazakhstan,,,,5.9360833
1843,Estonia,,,,5.2730002
1843,Norway,0.062288,0.048152,0.046885,-0.1218333
1843,Austria,1.267744,0.334249,0.954246,6.2325835
1843,Hungary,0.087936,0.017917,0.06619,9.816584
1843,Denmark,0.135568,0.09646,0.102044,-18.5515
1843,Lithuania,,,,6.5449166
1843,Poland,2.246032,0.181403,1.690615,7.8261666
1843,United States,7.764016,0.396116,5.844066,7.7836666
1843,Turkmenistan,,,,14.772
1843,Uzbekistan,,,,12.472584
1843,Asia,,,,7.3758335
1843,Russia,,,,-5.097584
1843,Canada,0.003664,0.001879,0.002758,-6.10775
1843,United Kingdom,89.09383,4.187613,67.06197,8.382667
1843,North America,7.76768,0.230108,5.846824,1.2924167
1843,Germany,10.299504,0.323185,7.752558,8.277583
1843,Georgia,,,,7.9930835
1843,Latvia,,,,5.8955
1843,Europe,125.0853,0.480663,94.153175,7.8651667
1843,Azerbaijan,,,,11.05875
1843,Belgium,7.111824,1.697005,5.353154,9.493167
1843,Ukraine,,,,7.9425
1843,Spain,0.172208,0.012107,0.129623,13.5512495
1843,Tajikistan,,,,4.03875
1843,Moldova,,,,9.059167
1844,United Kingdom,93.472305,4.355668,66.0941,7.972
1844,Asia,,,,6.6601667
1844,Moldova,,,,8.082084
1844,Ukraine,,,,6.65375
1844,Spain,0.20152,0.014078,0.142494,13.374
1844,Lithuania,,,,4.451
1844,Armenia,,,,7.872333
1844,Kyrgyzstan,,,,2.3564167
1844,Kazakhstan,,,,4.36525
1844,France,15.26056,0.430403,10.790715,12.255834
1844,Turkmenistan,,,,13.985416
1844,Russia,,,,-6.22
1844,Norway,0.065952,0.050439,0.046635,-0.92883337
1844,Tajikistan,,,,3.1178334
1844,North America,9.310224,0.269655,6.583243,1.2878335
1844,Uzbekistan,,,,11.424167
1844,Canada,0.003664,0.001813,0.002591,-6.2556667
1844,Sweden,0.098928,0.030413,0.069952,1.1072501
1844,Austria,1.59384,0.417746,1.127001,5.5726666
1844,Belgium,7.800656,1.84633,5.51583,8.617583
1844,Denmark,0.157552,0.11103,0.111405,-18.6815
1844,Azerbaijan,,,,10.4825
1844,Europe,132.11285,0.504121,93.416756,7.00725
1844,Germany,10.88208,0.338567,7.694699,7.2198334
1844,Hungary,0.186864,0.0378,0.132131,8.912084
1844,Poland,2.392592,0.191603,1.691798,6.2522497
1844,Latvia,,,,3.7992501
1844,United States,9.30656,0.460945,6.580652,8.082833
1844,Georgia,,,,7.426
1844,Belarus,,,,4.5385
1844,Estonia,,,,3.12975
1845,Germany,12.611488,0.389193,8.125398,7.1221666
1845,Denmark,0.208848,0.145737,0.134558,-18.533667
1845,Estonia,,,,3.6589167
1845,North America,11.208176,0.317336,7.221265,1.5715001
1845,Asia,,,,6.6829166
1845,Canada,0.003664,0.00175,0.002361,-5.8904996
1845,Kazakhstan,,,,4.58875
1845,Turkmenistan,,,,14.137166
1845,Belgium,8.218352,1.929687,5.294965,8.291834
1845,Tajikistan,,,,3.3563333
1845,Moldova,,,,8.623667
1845,Georgia,,,,7.604417
1845,Ukraine,,,,7.109
1845,Norway,0.098928,0.074827,0.063738,-0.4819166
1845,France,17.836351,0.500937,11.491702,12.054083
1845,Russia,,,,-6.27475
1845,Armenia,,,,8.008166
1845,Poland,2.791968,0.221627,1.798824,6.6370835
1845,Azerbaijan,,,,10.573083
1845,United Kingdom,99.98689,4.618767,64.420105,7.72575
1845,Austria,1.799024,0.468693,1.159085,5.574917
1845,Europe,144.00253,0.545666,92.77873,7.175833
1845,Uzbekistan,,,,11.64425
1845,Lithuania,,,,4.8155
1845,Belarus,,,,4.811917
1845,Kyrgyzstan,,,,2.5979166
1845,Latvia,,,,4.192167
1845,Sweden,0.087936,0.02678,0.056656,1.6450833
1845,Hungary,0.087936,0.017661,0.056656,9.249667
1845,Spain,0.2748,0.019076,0.17705,13.010917
1845,United States,11.204512,0.538694,7.218904,8.408916
1846,Azerbaijan,,,,11.159917
1846,Canada,0.025648,0.011824,0.016254,-4.5480833
1846,Kyrgyzstan,,,,3.26275
1846,United Kingdom,95.69269,4.381496,60.644127,9.431916
1846,United States,12.710416,0.593169,8.055078,9.136333
1846,Denmark,0.227168,0.156925,0.143965,-17.801332
1846,Spain,0.282128,0.019463,0.178795,14.005333
1846,Latvia,,,,5.544667
1846,Georgia,,,,7.9962497
1846,Norway,0.098928,0.073993,0.062694,0.7173333
1846,Tajikistan,,,,4.05125
1846,Europe,145.05775,0.545874,91.928665,8.47375
1846,Kazakhstan,,,,5.1305
1846,Moldova,,,,9.628833
1846,Turkmenistan,,,,14.729333
1846,Russia,,,,-5.4339166
1846,Estonia,,,,4.9748335
1846,Germany,13.186736,0.403786,8.356941,9.16675
1846,Ukraine,,,,7.9959164
1846,Belarus,,,,6.128
1846,North America,12.736064,0.352446,8.071332,2.55275
1846,Uzbekistan,,,,12.24275
1846,Sweden,0.080608,0.024318,0.051084,2.98
1846,Belgium,8.965808,2.088633,5.681977,10.48575
1846,Armenia,,,,8.482333
1846,Austria,2.114128,0.547431,1.339804,7.271333
1846,Asia,,,,7.3564167
1846,Netherlands,2.868912,0.947119,1.81814,10.594167
1846,Poland,2.94952,0.232016,1.869224,8.265667
1846,Lithuania,,,,6.2699165
1846,Hungary,0.062288,0.012421,0.039474,10.692166
1846,France,18.528849,0.518265,11.742442,13.40075
1847,Sweden,0.080608,0.024095,0.046756,2.32675
1847,Turkmenistan,,,,14.351833
1847,United States,15.070032,0.682644,8.741207,7.9070835
1847,Moldova,,,,8.174251
1847,Estonia,,,,4.4774165
1847,Hungary,0.16488,0.032644,0.095637,8.879667
1847,Asia,,,,6.9184165
1847,Georgia,,,,7.7058334
1847,Denmark,0.172208,0.117724,0.099887,-18.122166
1847,Germany,13.838928,0.42052,8.027118,7.4796667
1847,Canada,0.032976,0.014683,0.019127,-5.7246666
1847,Kazakhstan,,,,4.7541666
1847,Ukraine,,,,6.9318333
1847,Norway,0.102592,0.075871,0.059507,0.1338334
1847,Uzbekistan,,,,11.81525
1847,Tajikistan,,,,3.5023332
1847,United Kingdom,103.5483,4.699626,60.062057,8.387
1847,Spain,0.260144,0.017836,0.150894,13.444917
1847,Europe,157.29918,0.587881,91.23967,7.4240003
1847,Russia,,,,-5.930333
1847,Austria,2.081152,0.535354,1.207149,5.453417
1847,North America,15.103008,0.408451,8.760334,1.5089167
1847,Belgium,9.317552,2.153707,5.404544,8.956667
1847,Latvia,,,,4.8079166
1847,Azerbaijan,,,,10.783916
1847,Belarus,,,,5.2265835
1847,Kyrgyzstan,,,,2.7342498
1847,Poland,3.0228,0.235564,1.753342,6.70675
1847,Armenia,,,,8.159
1847,Netherlands,3.869184,1.267081,2.244278,8.994166
1847,France,20.840832,0.580657,12.088496,12.3455
1847,Lithuania,,,,5.3026667
1848,Tajikistan,,,,3.0143332
1848,Netherlands,3.649344,1.185787,2.099538,9.47525
1848,Asia,,,,6.8454165
1848,Estonia,,,,4.920833
1848,Europe,156.99141,0.582728,90.3202,7.792917
1848,Norway,0.131904,0.096431,0.075887,-0.46299997
1848,Belgium,8.284304,1.900194,4.766121,9.507667
1848,Belarus,,,,6.32725
1848,Austria,2.333968,0.596618,1.342777,6.248083
1848,Poland,3.044784,0.235,1.751723,7.6788335
1848,North America,16.825089,0.44464,9.679799,1.39275
1848,Russia,,,,-5.708333
1848,Latvia,,,,5.5061665
1848,Spain,0.29312,0.019975,0.168638,13.120417
1848,Azerbaijan,,,,10.7635
1848,Canada,0.040304,0.017338,0.023188,-5.9317503
1848,Germany,12.827664,0.386844,7.380004,8.107417
1848,Lithuania,,,,6.15725
1848,Moldova,,,,9.6005
1848,Denmark,0.31144,0.210656,0.179177,-18.943
1848,Kyrgyzstan,,,,2.1450832
1848,Kazakhstan,,,,4.2411666
1848,Turkmenistan,,,,13.90275
1848,United Kingdom,109.286125,4.916539,62.874428,8.373834
1848,France,16.68952,0.46326,9.601804,12.516583
1848,Sweden,0.139232,0.041244,0.080103,1.99025
1848,Armenia,,,,8.342334
1848,Georgia,,,,8.051667
1848,Uzbekistan,,,,11.318
1848,Hungary,,,,10.0065
1848,United States,16.784784,0.738008,9.656612,8.016833
1848,Ukraine,,,,8.268416
1849,Asia,,,,7.0266666
1849,Belgium,8.734976,1.988407,4.759908,9.2560005
1849,Latvia,,,,4.3423333
1849,Russia,,,,-5.5605
1849,Armenia,,,,8.481084
1849,Lithuania,,,,4.915583
1849,Ukraine,,,,7.21525
1849,Azerbaijan,,,,10.99975
1849,Hungary,,,,9.04475
1849,Netherlands,3.330576,1.074181,1.814915,9.125
1849,Estonia,,,,3.8299167
1849,Kyrgyzstan,,,,2.70725
1849,Turkmenistan,,,,14.439333
1849,Moldova,,,,8.54975
1849,Norway,0.106256,0.076756,0.057902,-0.63483346
1849,Germany,13.622752,0.407737,7.42338,7.5646667
1849,Belarus,,,,4.92125
1849,Spain,0.326096,0.022091,0.177698,13.462833
1849,Europe,165.24274,0.609183,90.04492,7.325333
1849,Georgia,,,,8.104
1849,Tajikistan,,,,3.4791667
1849,Uzbekistan,,,,11.932167
1849,North America,18.268703,0.471732,9.955076,1.4777501
1849,United Kingdom,116.005905,5.173034,63.214535,8.341416
1849,Austria,2.260688,0.574209,1.231906,5.72475
1849,Kazakhstan,,,,4.9635835
1849,United States,18.221071,0.777678,9.92912,8.129167
1849,France,17.38568,0.480866,9.473894,12.624583
1849,Poland,3.00448,0.229599,1.637217,6.5115833
1849,Denmark,0.271136,0.181414,0.147749,-18.567167
1849,Sweden,0.194192,0.056995,0.10582,1.5533334
1849,Canada,0.047632,0.019803,0.025956,-6.0695834
1850,Canada,0.058624,0.023564,0.029774,-5.53625
1850,Denmark,0.340752,0.225486,0.173062,-18.645
1850,Ukraine,0.020973,0.001415,0.010652,7.4184165
1850,Latvia,0.000529,0.000679,0.000269,4.773083
1850,Armenia,0.000572,0.001051,0.000291,7.7931666
1850,Austria,2.32664,0.587147,1.181659,5.5366664
1850,Asia,0.016065,2.1e-05,0.008159,6.58675
1850,Kazakhstan,0.007208,0.00268,0.003661,4.4779997
1850,Sweden,0.20152,0.058571,0.102348,1.7709167
1850,Netherlands,3.136384,1.004378,1.592914,8.824167
1850,Poland,3.202336,0.242236,1.62641,6.963
1850,Belgium,9.332208,2.108497,4.739663,8.778083
1850,Georgia,0.000872,0.000617,0.000443,7.48925
1850,Moldova,0.000858,0.000914,0.000436,8.694834
1850,United Kingdom,122.60477,5.419337,62.268787,8.224916
1850,Ireland,0.395712,0.078031,0.200975,9.3615
1850,France,19.617056,0.540744,9.963155,12.2175
1850,Lithuania,0.000985,0.000959,0.0005,5.4315834
1850,Kyrgyzstan,0.000664,0.00095,0.000337,2.52175
1850,Russia,0.069558,0.001696,0.035327,-6.4265
1850,Norway,0.139232,0.099337,0.070713,-0.5644166
1850,Spain,0.49464,0.033316,0.251219,13.527833
1850,Germany,15.139648,0.44974,7.689159,7.41575
1850,Belarus,0.003584,0.001154,0.00182,5.3740835
1850,Uzbekistan,0.003491,0.00138,0.001773,11.618334
1850,Europe,177.02841,0.648203,89.90959,7.30875
1850,Turkmenistan,0.0013,0.002684,0.00066,14.086416
1850,Azerbaijan,0.001639,0.001413,0.000832,10.449167
1850,North America,19.851551,0.500826,10.082251,1.7082499
1850,Estonia,0.001031,0.00234,0.000524,4.15175
1850,Tajikistan,0.000319,0.000519,0.000162,3.3496666
1850,Hungary,,,,9.192667
1850,United States,19.792929,0.820048,10.052477,8.248333
1851,Georgia,,,,8.72425
1851,United States,24.633072,0.990523,12.390571,8.6575
1851,North America,24.702688,0.60877,12.425588,1.9831667
1851,United Kingdom,116.654434,5.110937,58.677822,8.333667
1851,Norway,0.150224,0.105838,0.075564,0.1863334
1851,Spain,0.509296,0.034109,0.256179,13.253083
1851,Latvia,,,,5.5226665
1851,Turkmenistan,,,,14.65625
1851,Asia,,,,6.9655833
1851,Belarus,,,,6.160333
1851,Estonia,,,,4.9885
1851,Germany,16.869057,0.497203,8.485228,7.5781665
1851,Azerbaijan,,,,11.594917
1851,Denmark,0.31144,0.203778,0.156656,-18.148916
1851,Europe,174.1023,0.633137,87.57441,7.7553334
1851,Belgium,10.1676,2.280212,5.114359,8.940833
1851,Canada,0.069616,0.027097,0.035017,-5.3379164
1851,Sweden,0.216176,0.062185,0.108738,2.52225
1851,Moldova,,,,9.861083
1851,Austria,2.333968,0.58515,1.173999,5.39125
1851,Uzbekistan,,,,12.04275
1851,Armenia,,,,9.011833
1851,Tajikistan,,,,3.5295832
1851,France,20.038416,0.55054,10.079434,12.042666
1851,Hungary,0.2748,0.052889,0.138226,9.547083
1851,Russia,,,,-5.6695833
1851,Ukraine,,,,8.423166
1851,Kazakhstan,,,,4.9765
1851,Netherlands,3.118064,0.991648,1.568403,9.040584
1851,Lithuania,,,,6.11825
1851,Poland,3.458816,0.258919,1.739804,7.4521666
1851,Kyrgyzstan,,,,2.66825
1852,Azerbaijan,,,,10.991
1852,Georgia,,,,7.85275
1852,Canada,0.084272,0.03181,0.040603,-5.3580003
1852,Armenia,,,,8.326167
1852,Tajikistan,,,,3.5143332
1852,Sweden,0.216176,0.06154,0.104156,2.31975
1852,Moldova,,,,8.7525
1852,Spain,0.534944,0.035629,0.257741,13.955916
1852,Turkmenistan,,,,14.4395
1852,United Kingdom,116.2404,5.047745,56.00572,8.975
1852,Russia,,,,-6.0396667
1852,Europe,180.6755,0.652557,87.05116,7.9023333
1852,Belarus,,,,5.2728333
1852,Latvia,,,,4.6159167
1852,Netherlands,3.762928,1.188729,1.813014,10.0269165
1852,Norway,0.150224,0.10453,0.072379,0.05249998
1852,Uzbekistan,,,,11.8758335
1852,Kyrgyzstan,,,,2.7264166
1852,Belgium,11.409696,2.539937,5.497299,10.084833
